"team","birth_date","age","player_id","position","full_name"
"NULL","1997-10-09","24","7983","QB","Collin Hill"
"NULL","1987-09-14","34","455","WR","Michael Crabtree"
"NULL","NULL","NULL","8690","WR","Jake Herslow"
"HOU","1998-04-01","27","6895","WR","Quintez Cephus"
"NULL","1992-04-13","25","2908","WR","Austin Willis"
"GB","1997-09-03","27","11380","TE","Johnny Lumpkin"
"DET","1994-10-14","30","3163","QB","Jared Goff"
"NYG","NULL","NULL","12891","WR","Jordan Bly"
"NULL","1999-02-03","23","8858","WR","Keshunn Abram"
"NULL","1997-07-03","25","7951","RB","B.J. Emmons"
"GB","1999-09-29","25","12151","WR","Julian Hicks"
"NULL","1993-09-08","28","4832","TE","Andrew Price"
"CLE","2000-02-15","25","13240","RB","Toa Taua"
"NULL","1991-09-13","33","3770","WR","Quenton Bundrage"
"SEA","1993-06-15","32","4039","WR","Cooper Kupp"
"NULL","1992-10-24","29","3688","RB","Tra Carson"
"NULL","1997-03-25","24","7462","WR","Stephen Guidry"
"NULL","1998-09-19","24","11410","WR","Braxton Burmeister"
"LAC","2000-05-09","25","7610","QB","Trey Lance"
"NULL","1983-10-14","38","1085","QB","Brandon Weeden"
"NULL","1992-07-18","29","4777","RB","De'Chavon Hayes"
"NULL","1998-08-20","23","6846","TE","Hunter Bryant"
"LV","2002-12-18","22","12483","WR","Jack Bech"
"NULL","1996-09-04","28","6223","WR","Juwann Winfree"
"NULL","1991-02-13","29","2236","RB","Trey Watts"
"ARI","2001-07-25","24","12800","TE","Oscar Cardenas"
"NULL","2002-05-02","22","12013","RB","Jaden Shirden"
"NULL","1994-12-26","27","5885","QB","Ryan Finley"
"NULL","1994-05-13","27","4254","WR","Stacy Coley"
"HOU","2000-07-16","25","7568","TE","Brevin Jordan"
"NULL","NULL","NULL","2578","WR","John Harris"
"NULL","1990-11-11","29","1568","WR","Stedman Bailey"
"NO","1997-05-06","28","5985","TE","Foster Moreau"
"NULL","1999-03-19","24","11158","WR","Jalen Sample"
"NULL","1992-12-31","29","3340","TE","Jerell Adams"
"NULL","1994-12-10","27","5425","WR","John Diarse"
"NULL","1994-08-11","27","4463","RB","Tyler McCloskey"
"NULL","2001-08-14","23","11601","TE","Trey Knox"
"GB","2002-06-05","23","12953","RB","Jalen White"
"NULL","1999-11-03","22","7563","RB","Javian Hawkins"
"NULL","1994-08-05","27","3889","WR","Marquis Bundy"
"NULL","1994-10-20","27","7503","TE","Connor Davis"
"NULL","1998-09-14","24","8190","RB","Abram Smith"
"NULL","1996-01-04","27","5162","RB","Reggie Bonnafon"
"NULL","1988-07-10","33","536","WR","Antonio Brown"
"NULL","1987-08-05","30","2609","QB","RJ Archer"
"NULL","1991-01-22","26","2303","RB","Josh Harris"
"NULL","1997-01-18","28","7989","WR","DJ Turner"
"NYG","1994-06-28","27","3702","WR","Andy Jones"
"NULL","1982-05-06","39","23","TE","Jason Witten"
"NULL","1993-04-20","31","4622","WR","Keelan Cole"
"NULL","1993-01-09","29","3041","TE","Ross Travis"
"LAC","2000-09-11","24","10234","WR","Derius Davis"
"NULL","1994-10-16","27","4130","WR","Brendan Langley"
"NULL","1988-10-27","33","818","RB","Bilal Powell"
"NULL","1996-09-30","25","7414","WR","Johnathon Johnson"
"ATL","1997-12-22","27","7531","TE","Feleipe Franks"
"NULL","1999-12-23","24","11204","WR","Duece Watts"
"NULL","2000-07-21","24","11975","RB","Jordan Terrell"
"NULL","1986-12-01","36","147","WR","DeSean Jackson"
"BAL","1997-07-26","28","7237","WR","Scotty Washington"
"NULL","NULL","NULL","7949","WR","Trevon Grimes"
"NULL","NULL","NULL","7978","WR","Tre Walker"
"NULL","1993-11-18","28","4605","TE","Evan Baylis"
"NULL","1997-12-09","24","7370","WR","JoJo Ward"
"NULL","1989-11-27","32","1219","WR","Michael Floyd"
"NULL","1988-11-04","33","574","WR","Dez Bryant"
"NULL","1997-08-25","26","8247","TE","Gerrit Prince"
"NULL","1997-10-30","27","7541","WR","Cornell Powell"
"NULL","1995-07-25","26","4408","RB","Terrell Newby"
"NULL","1994-12-09","27","5233","TE","Marcus Baugh"
"DET","2001-03-26","24","8148","WR","Jameson Williams"
"NULL","1988-11-04","31","1189","WR","Nick Toon"
"NULL","NULL","NULL","8163","QB","Player Invalid"
"CLE","2000-04-19","25","10444","WR","Cedric Tillman"
"ATL","1997-10-29","27","7090","WR","Darnell Mooney"
"NULL","1991-09-29","33","2200","RB","Timothy Flanders"
"NULL","1989-04-26","34","1144","WR","Cole Beasley"
"NULL","1988-09-23","29","1165","TE","Adrien Robinson"
"NULL","1994-03-06","27","5266","RB","Detrez Newsome"
"NULL","NULL","NULL","13085","TE","Kole Taylor"
"NULL","1996-04-27","25","6539","RB","Devontae Jackson"
"NULL","1992-11-28","30","1825","WR","Jarvis Landry"
"NULL","1992-09-08","28","2652","RB","Dreamius Smith"
"NULL","1995-06-24","26","6203","RB","Valentine Holmes"
"NULL","1995-10-23","26","6238","TE","Tyree Mayfield"
"NULL","1994-01-07","28","3372","TE","Rico Gathers"
"KC","1995-12-07","24","6677","WR","Joe Forson"
"MIA","1997-03-23","28","7612","WR","Dee Eskridge"
"SF","1993-10-09","31","4217","TE","George Kittle"
"NULL","1999-03-31","25","12100","WR","Chris Autman-Bell"
"NULL","1993-07-04","28","3319","WR","Trevor Davis"
"NULL","1983-08-31","37","270","WR","Lance Moore"
"NO","2003-03-17","22","12480","TE","Moliki Matavao"
"NULL","1994-09-26","27","4283","RB","Khalfani Muhammad"
"NULL","1993-06-11","28","3864","WR","Jake Lampman"
"NULL","1998-11-10","24","8215","TE","Austin Allen"
"NULL","1997-08-03","27","4955","RB","Ronald Jones"
"CIN","1998-02-28","27","7529","RB","Gary Brightwell"
"NULL","1991-06-14","27","2805","WR","Deon Long"
"NULL","1993-11-19","28","3461","RB","Russell Hansbrough"
"ARI","2002-08-11","22","11628","WR","Marvin Harrison"
"NULL","1991-10-14","28","1798","WR","Josh Huff"
"NULL","1997-08-12","25","8061","TE","Jake Hausmann"
"PHI","2000-02-24","25","10210","TE","Cameron Latu"
"NYG","1994-01-06","31","2306","QB","Jameis Winston"
"BAL","1993-05-01","24","4924","QB","Zach Terrell"
"SEA","NULL","NULL","13032","TE","Marshall Lang"
"LAC","1992-04-27","33","1479","WR","Keenan Allen"
"NULL","1996-12-04","25","5699","WR","Matt Fleming"
"NULL","1988-02-12","32","904","RB","DeMarco Murray"
"MIN","1993-03-06","32","3258","TE","Nick Vannett"
"NULL","1997-03-23","25","6164","TE","Kahale Warring"
"NULL","1985-03-21","37","184","RB","Adrian Peterson"
"NULL","1992-07-20","29","2587","WR","Dres Anderson"
"NULL","1989-09-30","27","1226","WR","AJ Jenkins"
"NULL","1996-01-13","25","5547","TE","Ryan Smith"
"NULL","1995-04-15","28","5549","RB","Darrel Williams"
"NULL","1994-12-09","27","4518","TE","Emanuel Byrd"
"NULL","1988-11-01","28","1786","WR","Lance Lewis"
"NULL","1995-02-27","26","7211","WR","Zimari Manning"
"NULL","1992-09-22","32","3410","QB","Jake Coker"
"NULL","1989-10-24","30","1584","WR","B.J. Daniels"
"BAL","1999-09-10","25","11556","QB","Devin Leary"
"NULL","NULL","NULL","12188","RB","Justin Strong"
"NULL","1988-12-11","33","973","RB","Anthony Sherman"
"NO","1990-08-23","34","4381","TE","Taysom Hill"
"SF","2000-10-25","24","12477","QB","Kurtis Rourke"
"NULL","1993-12-29","28","4169","WR","Jehu Chesson"
"NULL","NULL","NULL","7899","WR","Isaiah McKoy"
"NULL","1991-07-01","29","1618","WR","Rico Richardson"
"BUF","1997-08-20","27","7204","RB","Reggie Gilliam"
"NULL","1996-08-02","28","5117","TE","Jordan Thomas"
"NULL","1994-11-21","27","5192","RB","Ralph Webb"
"NULL","1996-10-16","25","7454","WR","Travis Jonsen"
"NULL","1985-06-29","36","527","TE","Dennis Pitta"
"NULL","1992-01-23","28","1821","WR","Matt Hazel"
"NULL","NULL","NULL","3025","WR","LT Smith"
"NULL","1991-10-29","30","1793","TE","Trey Burton"
"NULL","1998-04-22","24","8741","TE","Jamal Pettigrew"
"NULL","1995-02-17","28","4962","RB","Sony Michel"
"MIA","1996-02-09","26","6167","RB","Jordan Scarlett"
"KC","2000-11-02","24","11595","TE","Jared Wiley"
"CAR","2004-07-09","21","12531","RB","Trevor Etienne"
"NULL","NULL","NULL","4790","WR","Robert Wheelwright"
"NULL","1994-07-23","28","5123","RB","Trenton Cannon"
"NULL","1994-05-04","30","4183","QB","Nathan Peterman"
"NULL","1996-04-24","25","5264","TE","Blake Mack"
"NULL","1985-09-17","35","609","RB","Antone Smith"
"NULL","1993-01-29","27","3171","QB","Connor Cook"
"NULL","NULL","NULL","11609","WR","Player Invalid"
"NULL","1991-05-31","29","2408","QB","Bryce Petty"
"NULL","1996-10-13","25","7320","WR","Dalton Schoen"
"NULL","1999-05-18","23","8238","WR","Emeka Emezie"
"NULL","1996-12-20","26","7335","QB","Bryce Perkins"
"NULL","1997-07-26","25","8420","WR","Jack Sorenson"
"NULL","1990-02-17","30","1614","WR","Frankie Hammond"
"NULL","1994-08-10","28","4221","TE","Jeremy Sprinkle"
"NULL","1990-09-17","27","2942","RB","Joe Don Duncan"
"NULL","1995-12-13","26","6554","WR","Shawn Poindexter"
"NULL","1995-03-15","28","4531","TE","Ricky Seals-Jones"
"SF","1998-04-29","27","6963","RB","Patrick Taylor"
"NULL","1983-12-29","33","215","RB","Jason Snelling"
"NULL","1991-12-08","30","2002","WR","Isaiah Burse"
"NULL","1993-09-03","28","4676","WR","Darreus Rogers"
"NULL","NULL","NULL","8057","QB","Kenji Bahar"
"NULL","1982-06-16","38","155","WR","Jerricho Cotchery"
"BUF","1996-08-09","28","5101","WR","Deon Cain"
"NULL","1995-10-26","26","4376","WR","Michael Clark"
"NULL","NULL","NULL","12431","WR","Rory Starkey"
"PIT","2002-07-06","23","12973","TE","DJ Thomas-Jones"
"NULL","1991-07-29","30","1619","TE","Demetrius Harris"
"NULL","1991-09-13","27","1792","WR","Kadron Boone"
"NULL","NULL","NULL","13117","RB","Qualan Jones"
"NULL","1994-01-17","27","4839","QB","Mitch Leidner"
"TEN","2000-05-15","25","11808","WR","Jha'Quan Jackson"
"NULL","1989-01-05","28","1406","WR","Reggie Dunn"
"NULL","1987-03-21","34","218","RB","Jonathan Stewart"
"NULL","1994-12-14","27","4831","WR","Justice Liggins"
"NYJ","2001-10-11","23","12539","WR","Arian Smith"
"NULL","1997-02-25","28","7357","WR","Dan Chisena"
"NULL","1999-08-28","23","8568","RB","John Lovett"
"NULL","1987-05-18","31","748","WR","Mike Williams"
"NULL","1999-11-23","25","12281","WR","Dimitri Stanley"
"LV","1998-04-25","27","6843","TE","Albert Okwuegbunam"
"NULL","1988-09-03","32","863","RB","DuJuan Harris"
"NULL","1998-11-03","24","11136","WR","Oliver Martin"
"NULL","1996-08-28","25","6898","QB","Anthony Gordon"
"DEN","NULL","NULL","12777","WR","Joaquin Davis"
"NULL","NULL","NULL","8864","TE","Ben Beise"
"NULL","1980-01-14","40","5817","QB","Byron Leftwich"
"NULL","1993-06-28","28","3660","WR","Valdez Showers"
"NULL","1996-02-23","26","5009","TE","Chris Herndon"
"NULL","1992-09-24","32","3606","WR","Amir Carlisle"
"NYG","1995-12-25","26","6147","QB","Clayton Thorson"
"NULL","1998-07-10","26","7789","WR","Jalen Camp"
"NULL","1992-12-17","29","3481","TE","Kyle Carter"
"NULL","1998-04-07","27","8749","RB","Tyreik McAllister"
"NYG","1997-09-30","27","7087","RB","Jonathan Ward"
"NE","2001-10-11","23","12969","RB","Lan Larison"
"NULL","1997-10-10","27","8423","RB","Brittain Brown"
"NULL","1999-08-24","24","10865","RB","Travis Dye"
"NULL","1987-06-19","30","145","RB","Rashard Mendenhall"
"NULL","1984-04-14","37","492","RB","Tyler Thigpen"
"LAC","NULL","NULL","12815","TE","Stevo Klotz"
"NULL","1993-12-16","28","4309","TE","Scott Orndoff"
"SF","1999-12-27","25","8183","QB","Brock Purdy"
"NULL","2000-12-22","24","12080","RB","Aidan Robbins"
"NULL","2000-08-23","24","12007","RB","Nathaniel Peat"
"NULL","1996-04-11","28","7084","QB","Jake Luton"
"NULL","2000-01-04","24","11133","WR","Jaray Jenkins"
"NULL","1990-10-03","27","2153","WR","Kain Colter"
"NULL","1988-09-02","29","1133","WR","Devon Wylie"
"NYG","1988-11-29","36","1234","QB","Russell Wilson"
"NULL","1993-11-27","28","3519","WR","Roger Lewis"
"NULL","1988-11-21","29","1758","WR","Kashif Moore"
"NULL","1992-05-12","32","2900","RB","Terrence Franks"
"LV","2002-11-30","22","12541","WR","Dont'e Thornton"
"NULL","1991-03-27","33","2913","WR","Gavin Lutman"
"NULL","NULL","NULL","12306","RB","La'Damian Webb"
"NULL","1993-09-06","29","11491","QB","Austin Aune"
"DET","2002-11-08","22","12732","WR","Dominic Lovett"
"NULL","NULL","NULL","12296","WR","Kaylon Horton"
"DET","1998-11-27","26","7891","TE","Brock Wright"
"NULL","1998-02-06","25","7996","WR","Dillon Stoner"
"NULL","1990-09-08","33","1338","QB","Matt Barkley"
"NULL","1992-05-14","26","2979","WR","Jarrod West"
"NULL","1991-09-07","30","2171","WR","Freddie Martino"
"NULL","1998-11-02","25","8634","TE","Chris Pierce"
"NULL","1995-11-09","27","4187","RB","Brian Hill"
"DAL","1999-12-27","25","11593","TE","Brevyn Spann-Ford"
"NULL","1992-04-13","29","2279","WR","Paul Richardson"
"CLE","2003-10-29","21","12512","RB","Quinshon Judkins"
"NULL","1986-01-21","35","660","RB","Peyton Hillis"
"NULL","1990-01-18","34","1476","RB","Latavius Murray"
"NULL","1995-04-16","26","5080","WR","Damion Ratley"
"SF","2002-02-15","23","12634","WR","Jordan Watkins"
"NULL","1993-05-08","28","3802","WR","Chris Hubert"
"NULL","1990-07-10","29","1082","RB","Trent Richardson"
"NULL","1997-10-15","25","8884","TE","JJ Howland"
"NULL","2000-12-15","24","12107","TE","Dylan Leonard"
"NULL","1995-07-11","26","4151","TE","Jake Butt"
"NULL","1991-07-23","29","1365","WR","Aaron Dobson"
"NE","2001-05-17","24","13124","WR","Jeremiah Webb"
"NULL","1995-03-13","26","5195","RB","Akrum Wadley"
"NULL","1989-11-14","33","1110","WR","T.Y. Hilton"
"NULL","1984-12-27","32","121","RB","LeRon McClain"
"NULL","1994-06-17","27","5115","RB","David Williams"
"NULL","1994-12-05","27","5710","WR","Nick Holley"
"PHI","2000-06-09","25","7565","WR","Terrace Marshall"
"NULL","1998-11-14","24","11374","QB","James Blackman"
"LV","1999-10-20","25","11257","WR","Shedrick Jackson"
"ARI","1997-12-31","24","7103","RB","Tavien Feaster"
"NULL","1997-06-07","25","8589","TE","Marcus Santos-Silva"
"PIT","1992-04-10","33","1352","WR","Robert Woods"
"CHI","1994-09-19","23","4930","TE","Franko House"
"NULL","1984-03-03","33","651","WR","Santonio Holmes"
"NULL","1998-06-09","24","8419","WR","Stanley Berryhill"
"NULL","1997-10-06","24","7005","RB","Scottie Phillips"
"NULL","1989-07-12","28","2129","TE","Jordan Thompson"
"CLE","1997-10-18","27","6144","RB","Trayveon Williams"
"NULL","1992-04-30","32","3542","WR","DeAndre Reaves"
"NULL","1993-02-09","28","3495","QB","Mike Bercovici"
"PIT","1999-01-22","26","8181","TE","Connor Heyward"
"NULL","1988-02-15","32","2786","RB","Jarryd Hayne"
"NULL","1999-01-07","24","11385","TE","Brian Walker"
"NULL","1997-12-22","25","6334","RB","Damarea Crockett"
"CLE","NULL","NULL","13166","WR","Kisean Johnson"
"NULL","1999-05-13","25","10230","WR","Jalen Wayne"
"NULL","1999-04-13","25","6951","RB","Eno Benjamin"
"NULL","1995-02-26","29","4335","QB","P.J. Walker"
"NULL","1993-10-27","28","4392","WR","Malcolm Lewis"
"NULL","2000-03-20","23","11472","RB","Alfonzo Graham"
"NULL","1992-09-11","29","2865","RB","Julian Howsare"
"NULL","1998-05-14","24","6919","TE","Thaddeus Moss"
"SEA","2000-10-20","24","8151","RB","Kenneth Walker"
"BUF","1999-10-18","25","10236","TE","Dalton Kincaid"
"NULL","1992-11-05","32","2078","WR","Odell Beckham"
"NULL","2000-01-11","25","12003","QB","Gunnar Watson"
"NE","2000-07-08","25","12383","WR","John Jiles"
"NULL","NULL","NULL","12352","QB","Jeremy Moussa"
"NULL","1993-06-24","25","3940","RB","Chase Price"
"NULL","1993-12-01","28","4752","WR","Fred Brown"
"CIN","1999-11-19","25","12062","TE","Cam Grandy"
"NULL","1998-11-05","24","11247","WR","Mac Hippenhammer"
"NULL","1993-01-09","29","4338","WR","Levern Jacobs"
"SEA","2004-01-31","21","12462","RB","Damien Martinez"
"NULL","1996-05-03","25","6487","TE","Charles Scarff"
"NULL","1992-06-03","26","2723","WR","RJ Harris"
"ARI","NULL","NULL","12893","WR","Nate McCollum"
"NULL","1995-12-26","26","5295","WR","De'Mornay Pierson-El"
"NULL","1994-07-06","27","4485","RB","William Stanback"
"NULL","1993-02-23","28","3732","WR","Richard Mullaney"
"NULL","1997-05-06","24","8026","TE","Landon Rice"
"NULL","1995-04-20","28","6089","TE","Daniel Helm"
"DET","1999-10-24","25","7547","WR","Amon-Ra St. Brown"
"NULL","1998-10-04","26","11900","RB","Jacob Kibodi"
"KC","1997-09-03","27","8413","QB","Chris Oladokun"
"ATL","2000-01-17","25","11474","WR","Dylan Drummond"
"JAX","NULL","NULL","13063","WR","Darius Lassiter"
"NULL","1992-07-07","29","3504","TE","Steven Scheu"
"NULL","1989-09-12","32","1111","QB","Andrew Luck"
"NULL","1999-11-24","24","8928","WR","Daylen Baldwin"
"NULL","2000-07-08","24","12834","TE","Jimmy Bell"
"NULL","1996-12-19","25","8105","TE","Brayden Lenius"
"NULL","1995-12-03","26","5751","TE","Austin Roberts"
"ARI","1998-03-09","27","7009","WR","Trishton Jackson"
"NULL","1993-07-19","28","4409","TE","Josiah Price"
"NULL","1993-03-03","25","3686","TE","Joe Sommers"
"NULL","1996-07-19","25","6364","WR","Papi White"
"NULL","1993-08-30","28","3622","WR","Mose Frazier"
"NULL","1995-09-13","27","6059","WR","Travis Fulgham"
"IND","2001-03-23","24","12829","WR","Coleman Owen"
"NULL","1988-02-25","32","941","QB","Christian Ponder"
"NULL","1991-07-16","29","1935","QB","Zach Mettenberger"
"NULL","1999-02-11","23","8828","WR","Michael Young"
"LAC","2001-04-17","24","12773","QB","DJ Uiagalelei"
"NULL","1988-04-18","32","1299","TE","Kyle Miller"
"NULL","1997-03-06","24","7176","TE","Caleb Repp"
"NULL","1986-05-23","34","83","RB","Tim Hightower"
"NULL","NULL","NULL","2206","QB","Logan Kilgore"
"NULL","1986-02-04","34","321","WR","Jerome Simpson"
"LAR","2002-10-24","22","12718","WR","Konata Mumpfield"
"NULL","1991-06-02","30","2024","RB","Charcandrick West"
"NULL","NULL","NULL","5291","WR","J.t. Luper"
"GB","2000-09-02","24","9481","TE","Luke Musgrave"
"NULL","1999-05-30","24","11213","TE","Camren McDonald"
"NULL","1985-03-11","36","58","TE","Greg Olsen"
"NULL","NULL","NULL","5224","WR","Taj Williams"
"NULL","1994-09-18","27","4600","WR","Noel Thomas"
"NULL","1996-04-22","26","5131","RB","Justin Jackson"
"NULL","1989-11-07","30","1636","TE","MarQueis Gray"
"SEA","2003-03-20","22","12939","RB","Anthony Tyus"
"NULL","NULL","NULL","11548","RB","Aaron Dykes"
"NULL","1994-11-28","27","4326","TE","Bug Howard"
"NULL","1991-09-14","29","1123","RB","Ronnie Hillman"
"NULL","1997-04-19","25","7109","WR","Malcolm Perry"
"NULL","1989-05-14","29","2165","RB","Dominique Williams"
"NULL","1999-05-29","25","12226","RB","Lorenzo Lingard"
"HOU","2000-02-19","25","8129","RB","Dameon Pierce"
"NULL","NULL","NULL","8434","TE","Player Invalid"
"NULL","1992-12-14","29","2803","WR","Bradley Marquez"
"NULL","1991-05-29","29","2380","QB","Garrett Grayson"
"NULL","1993-07-22","28","3573","RB","Brandon Wilds"
"NULL","1989-02-21","29","1699","WR","Brian Tyms"
"NULL","1998-04-03","24","8685","TE","John Mitchell"
"NULL","1988-04-12","32","802","QB","Pat Devlin"
"NULL","1998-08-18","24","8437","WR","Thomas Hennigan"
"NULL","1996-04-12","25","6595","QB","Devlin Hodges"
"NULL","1998-12-21","24","8173","RB","ZaQuandre White"
"NULL","1998-12-23","24","8243","RB","DeAndre Torrey"
"GB","2001-01-05","24","11581","RB","MarShawn Lloyd"
"NULL","NULL","NULL","8237","RB","Player Invalid"
"NULL","1990-06-17","28","1827","TE","Arthur Lynch"
"NULL","1987-08-14","34","559","TE","Tim Tebow"
"NULL","NULL","NULL","7074","RB","A.J. Hines"
"NULL","1995-10-10","27","5754","TE","Jaeden Graham"
"NULL","1998-12-09","24","8201","QB","Jack Coan"
"NULL","1992-04-19","32","5032","TE","Jordan Akins"
"ARI","1995-03-30","30","4080","WR","Zay Jones"
"CIN","1995-09-16","29","4147","RB","Samaje Perine"
"NULL","NULL","NULL","3032","RB","Lavance Taylor"
"NULL","1992-02-16","28","2562","RB","John Crockett"
"NULL","1997-03-29","24","4997","RB","Mark Walton"
"NULL","1993-08-04","28","3418","WR","Mekale McKay"
"NULL","1992-12-16","29","4728","QB","Bart Houston"
"CAR","2000-05-13","25","11312","WR","T.J. Luther"
"NYJ","2001-10-12","23","12538","QB","Brady Cook"
"NULL","1993-12-05","28","4050","WR","Cyril Grayson"
"NULL","1987-12-28","32","640","TE","Anthony McCoy"
"LAR","NULL","NULL","13010","RB","Jordan Waters"
"NYJ","1998-02-09","27","7720","RB","Kene Nwangwu"
"NULL","1999-11-17","25","11867","WR","Jaelen Gill"
"BUF","1998-07-13","27","8416","WR","Jalen Virgil"
"NULL","1998-01-20","24","8621","TE","Garrett Walston"
"NULL","1996-06-17","26","5126","WR","Austin Proehl"
"LV","NULL","NULL","13193","WR","Ketron Jackson"
"HOU","1998-01-04","27","6973","RB","J.J. Taylor"
"NULL","1995-12-29","26","5548","WR","Elijah Marks"
"NULL","1985-09-23","34","272","RB","Chris Johnson"
"NULL","1992-09-14","28","1512","WR","Marquess Wilson"
"NULL","1994-12-06","27","6585","RB","Tony Brooks-James"
"NULL","NULL","NULL","5208","QB","Matt Linehan"
"NULL","1991-07-21","30","1948","TE","Anthony Denham"
"NULL","1986-02-25","34","762","RB","James Starks"
"HOU","2002-09-04","22","12536","WR","Jaylin Noel"
"NULL","1991-02-18","30","1357","TE","Dion Sims"
"NULL","NULL","NULL","12314","WR","Beau Corrales"
"NYG","1999-11-04","25","10223","RB","Eric Gray"
"DET","1998-10-30","26","7597","TE","Kenny Yeboah"
"NULL","1993-08-22","28","3213","QB","Trevone Boykin"
"DEN","2002-12-10","22","12492","WR","Pat Bryant"
"NULL","1998-07-24","25","7287","WR","Josh Hammond"
"CHI","1999-03-10","26","6826","TE","Cole Kmet"
"NULL","1996-09-15","25","6161","RB","L.J. Scott"
"NULL","1999-07-24","25","12134","WR","Sam Wiglusz"
"NULL","1994-05-07","28","5250","WR","Robert Foster"
"NULL","1985-12-11","31","171","TE","Zach Miller"
"NULL","1989-03-02","31","814","RB","Shane Vereen"
"CAR","2003-04-05","22","12526","WR","Tetairoa McMillan"
"NULL","1993-04-09","28","2528","TE","Ben Koyack"
"GB","2002-08-15","22","13225","WR","Sam Brown"
"NULL","1993-11-17","30","5199","WR","Byron Pringle"
"NULL","1988-06-16","29","1760","TE","Jamie Childers"
"NULL","1997-10-27","25","8224","QB","Cole Kelley"
"NULL","1982-07-06","35","82","RB","Brandon Jacobs"
"NULL","1995-10-19","29","7622","TE","Sammis Reyes"
"NULL","1997-11-03","24","7236","RB","Devwah Whaley"
"NULL","1997-01-10","25","6401","WR","T.J. Rahming"
"NULL","1992-04-25","31","2394","QB","Sean Mannion"
"NULL","2001-08-04","23","8209","WR","Makai Polk"
"NULL","1990-11-10","27","2158","WR","Donte Foster"
"NULL","1995-03-15","26","5156","TE","Andrew Vollert"
"KC","2001-09-14","23","12818","RB","Elijah Young"
"NULL","1997-12-26","24","8051","RB","Josh Johnson"
"NULL","1979-06-01","38","69","WR","Santana Moss"
"NULL","1997-02-20","24","7245","TE","Nate Wieting"
"GB","2000-03-31","25","11210","WR","Malik Heath"
"NULL","1993-12-09","28","4636","RB","Lenard Tillery"
"CLE","1996-12-02","28","8089","TE","Sal Cannella"
"NULL","1992-01-29","29","3457","WR","Rashawn Scott"
"NULL","1994-06-27","27","3594","RB","Peyton Barber"
"NULL","1996-11-21","26","7859","TE","Nick Eubanks"
"NULL","1994-08-16","28","3652","WR","Mike Thomas"
"NULL","NULL","NULL","8890","TE","Naz Bohannon"
"NULL","1984-05-19","40","111","TE","Marcedes Lewis"
"NULL","1999-06-16","23","7550","WR","Warren Jackson"
"NULL","1988-05-07","29","966","WR","Austin Pettis"
"NULL","NULL","NULL","13152","WR","Justin Lockhart"
"LAR","2001-06-09","24","13003","WR","Tru Edwards"
"MIN","2002-03-17","23","13121","TE","Ben Yurosek"
"NULL","1999-04-01","26","6943","WR","Gabe Davis"
"NULL","1993-08-15","31","5356","QB","Jeremiah Briscoe"
"MIA","1991-11-12","30","1984","WR","Allen Hurns"
"NULL","2001-06-06","23","12170","WR","Jaaron Hayek"
"NULL","1998-02-14","27","8539","TE","Seth Green"
"NULL","1996-08-30","25","6605","WR","Cortrelle Simpson"
"NULL","1999-02-18","25","7551","RB","Deon Jackson"
"NULL","1992-07-08","29","2880","RB","Zach Laskey"
"NULL","1990-06-28","30","1514","WR","Corey Fuller"
"NULL","1995-11-11","26","4635","RB","Justin Davis"
"NULL","1997-03-01","24","7299","WR","Justice Shelton-Mosley"
"NULL","1999-05-28","23","7954","WR","Connor Wedington"
"NULL","1997-09-20","26","7032","WR","Tyrie Cleveland"
"NULL","NULL","NULL","10864","WR","Player Invalid"
"ARI","2000-05-19","25","11802","WR","Tejhaun Palmer"
"NULL","NULL","NULL","3027","RB","Boobie Dixon"
"DEN","2000-02-25","25","11563","QB","Bo Nix"
"NE","1993-11-29","31","2449","WR","Stefon Diggs"
"NULL","1997-04-15","26","7522","TE","Hunter Thedford"
"PIT","1999-03-14","26","7567","RB","Kenneth Gainwell"
"GB","1995-10-01","26","6540","WR","DeAndre Thompkins"
"NULL","1988-09-29","29","942","TE","Allen Reisner"
"JAX","1999-01-26","26","7543","RB","Travis Etienne"
"JAX","2000-05-16","25","12217","TE","Shawn Bowman"
"NULL","1999-06-14","25","7793","WR","Racey McMath"
"NULL","1999-07-03","25","8192","TE","Curtis Hodges"
"NULL","1989-02-03","31","1575","RB","Andre Ellington"
"NULL","1999-10-18","23","11502","WR","Brian Cobbs"
"NULL","1995-12-07","27","5139","WR","Trey Quinn"
"NULL","1991-11-04","28","3043","TE","Will Tye"
"CIN","1996-04-16","29","6001","TE","Drew Sample"
"NULL","1991-10-28","30","1841","RB","Stephen Houston"
"NULL","1995-01-18","26","5590","WR","Jordan Smallwood"
"NULL","1998-08-18","24","7572","RB","Kylin Hill"
"NULL","1986-11-11","33","719","WR","Victor Cruz"
"NULL","1995-01-31","24","5745","QB","Nick Stevens"
"NULL","1993-06-14","29","1817","WR","Sammy Watkins"
"NULL","1994-01-19","27","5801","RB","Kobe McCrary"
"NULL","1993-02-10","29","3824","TE","Alex Ellis"
"PIT","1997-06-27","28","7757","WR","Ben Skowronek"
"NULL","2000-05-13","23","7904","RB","Stevie Scott"
"NULL","1992-07-29","25","2950","TE","Jack Tabb"
"NYJ","1998-10-04","26","8583","TE","Stone Smartt"
"NULL","1994-11-22","28","4323","TE","Darrell Daniels"
"NULL","1995-01-13","26","4307","QB","Alek Torgersen"
"NULL","1992-10-16","29","3396","WR","Charone Peake"
"NULL","1991-11-22","31","1386","RB","Giovani Bernard"
